pad_number,x,y,via_x,via_y,connector_number,connector_pin,pin_name,sector,strip,channel_id,pin_x,pin_y,pad_angle,pad_cx,pad_cy,pad_area,pad_w,pad_h,radius,phi,delta_phi,mec8_connector,mec8_pin
653,320.827,230.375,312.982,221.741,5,16,S14,5,116,755,527.4938,355.8234,302.763,312.9774,221.659,132.605,12.2209,11.8043,434.3541,0.61599676,0.0008771,1,55
654,474.35,329.964,465.04,323.387,5,17,S15,5,113,752,520.7848,350.9113,302.763,465.0312,323.302,133.001,12.1623,11.7089,617.2436,0.60398013,-0.00577031,1,54
655,407.774,285.57,398.942,278.313,5,18,S16,5,114,753,527.7644,355.403,302.763,398.9342,278.2293,132.866,12.166,11.724,537.2352,0.60634436,0.00236423,1,53
656,274.594,196.783,266.747,188.153,5,19,S17,5,111,750,521.0554,350.4909,302.763,266.7438,188.0722,132.379,12.1782,11.7789,377.2109,0.61412626,0.00311734,1,52
657,341.137,241.253,332.844,233.236,5,20,S18,5,112,751,528.035,354.9825,302.763,332.8381,233.1534,132.673,12.172,11.7472,457.225,0.60975044,-0.00437582,1,51
658,491.68,339.984,484.894,334.867,5,21,S19,5,109,748,521.3259,350.0704,302.763,484.8841,334.782,133.028,12.13,11.6724,637.2001,0.60147726,-0.00017805,1,50
659,209.724,149.911,200.652,143.058,5,22,S20,5,110,749,528.3056,354.5621,302.763,200.6533,142.9805,131.877,12.1878,11.8315,297.1858,0.61100892,0.00953166,1,49
660,361.636,251.825,352.699,244.723,5,23,S21,5,107,746,521.5965,349.6499,302.763,352.6922,244.6405,132.74,12.1277,11.6958,480.0939,0.60335126,-0.00214218,1,48
661,428.057,296.44,418.796,289.796,5,24,S22,5,108,747,528.5761,354.1416,302.763,418.7875,289.7122,132.905,12.1289,11.6814,560.1031,0.60165531,-0.00169595,1,47
662,228.615,162.82,220.509,154.565,5,25,S23,5,105,744,521.8671,349.2295,302.763,220.5083,154.4864,132.047,12.1171,11.7436,320.0648,0.61018319,0.01171021,1,46
663,295.264,207.131,286.603,199.647,5,26,S24,5,106,745,528.8467,353.7212,302.763,286.5984,199.5664,132.473,12.1241,11.714,400.0819,0.60549344,-0.00468975,1,45
664,163.821,115.824,154.421,109.468,5,27,S25,5,103,742,522.1377,348.809,302.763,154.4273,109.3933,131.217,12.0993,11.7951,240.0378,0.60440431,0.00697952,1,44
665,447.955,307.851,438.645,301.274,5,28,S26,5,104,743,529.1173,353.3007,302.763,438.6365,301.1902,132.95,12.0951,11.6429,582.9687,0.59847298,-0.00593133,1,43
666,315.778,217.662,306.452,211.134,5,29,S27,5,101,740,522.4083,348.3886,302.763,306.4464,211.0518,132.555,12.076,11.6569,422.9536,0.59835998,0.00308539,1,42
667,382.152,262.342,372.548,256.205,5,30,S28,5,102,741,529.3879,352.8802,302.763,372.5406,256.1216,132.787,12.0876,11.6483,502.9638,0.59742479,-0.00093519,1,41
668,249.179,173.303,240.358,166.059,5,31,S29,5,99,738,522.6789,347.9681,302.763,240.3549,165.9796,132.2,12.0581,11.669,342.9397,0.60087453,0.00671465,1,40
669,467.935,319.13,458.49,312.748,5,32,S30,5,100,739,529.6585,352.4598,302.763,458.4807,312.6643,132.987,12.0633,11.6073,605.8336,0.59527459,-0.00559994,1,39
670,335.55,229.252,326.295,222.613,5,33,S31,5,97,736,522.9494,347.5477,302.763,326.2882,222.5308,132.643,12.0336,11.6062,445.8217,0.59485863,0.00252677,1,38
671,402.02,273.783,392.392,267.681,5,34,S32,5,98,737,529.929,352.0393,302.763,392.3838,267.5979,132.844,12.0517,11.6065,525.8289,0.59415988,-0.00069875,1,37
672,182.774,128.643,174.267,120.978,5,37,S33,5,95,734,523.4906,346.7067,302.763,174.2698,120.9017,131.526,12.022,11.689,262.9179,0.60355817,0.01194116,1,34
673,487.901,330.417,478.331,324.219,5,38,S34,5,96,735,530.4702,351.1984,302.763,478.3213,324.1347,133.018,12.0351,11.5736,628.6971,0.59233186,-0.01122631,1,33
674,269.625,183.913,260.199,177.543,5,39,S35,5,93,732,523.7612,346.2863,302.763,260.1943,177.4633,132.319,12.0053,11.6049,365.8137,0.59319878,0.01055691,1,32
675,421.746,285.426,412.232,279.153,5,40,S36,5,94,733,530.7408,350.778,302.763,412.2231,279.0691,132.886,12.0183,11.568,548.6939,0.59161701,-0.00158177,1,31
676,355.867,240.02,346.133,234.087,5,41,S37,5,91,730,524.0318,345.8658,302.763,346.1252,234.004,132.701,11.9947,11.5601,468.6896,0.58959474,0.00110226,1,30
677,119.046,80.064,108.189,75.874,5,42,S38,5,92,731,531.0114,350.3575,302.763,108.2044,75.8071,129.902,11.975,11.7274,182.917,0.58264187,-0.00695287,1,29
678,203.614,138.685,194.104,132.471,5,43,S39,5,89,728,524.3024,345.4454,302.763,194.1044,132.3939,131.774,11.9581,11.6014,285.7977,0.5910998,0.00400019,1,28
679,441.717,296.693,432.068,290.621,5,44,S40,5,90,729,531.282,349.937,302.763,432.0584,290.5371,132.929,11.9877,11.5321,571.5571,0.58849248,-0.00260732,1,27
680,375.701,251.488,365.967,245.555,5,45,S41,5,87,726,524.5729,345.0249,302.763,365.9583,245.4727,132.762,11.9598,11.5189,491.5537,0.58655057,0.0009138,1,26
681,289.907,194.728,280.034,189.02,5,46,S42,5,88,727,531.5525,349.5166,302.763,280.0282,188.9392,132.432,11.9617,11.5478,388.6836,0.58709961,0.00054904,1,25
682,309.192,207.019,299.864,200.49,5,47,S43,5,85,724,524.8435,344.6044,302.763,299.8576,200.4088,132.525,11.9209,11.4983,411.5482,0.58600613,0.00132768,1,24
683,461.674,307.971,451.901,302.085,5,48,S44,5,86,725,531.8231,349.0961,302.763,451.8905,302.0012,132.963,11.9586,11.4997,594.4198,0.58563677,-0.00036936,1,23
684,481.397,319.594,471.731,313.547,5,49,S45,5,83,722,525.1141,344.184,302.763,471.7199,313.4622,133.004,11.9339,11.4703,617.2818,0.58366789,-0.00214726,1,22
685,395.275,263.34,385.797,257.02,5,50,S46,5,84,723,532.0937,348.6757,302.763,385.7876,256.9371,132.823,11.9297,11.4814,514.4169,0.58467845,0.00101056,1,21
686,137.84,93.083,128.015,87.392,5,51,S47,5,81,720,525.3847,343.7635,302.763,128.0242,87.3208,130.567,11.9693,11.6032,205.7744,0.58521733,0.00279821,1,20
687,223.512,150.075,213.934,143.953,5,52,S48,5,82,721,532.3643,348.2552,302.763,213.9324,143.8748,131.962,11.9304,11.5295,308.6712,0.58581515,0.00059782,1,19
688,415.136,274.753,405.624,268.481,5,53,S49,5,79,718,525.6553,343.3431,302.763,405.6136,268.3982,132.864,11.9007,11.4461,537.2799,0.58198949,0.00082947,1,18
689,498.279,329.79,491.558,325.005,5,54,S50,5,80,719,532.6349,347.8347,302.763,491.5465,324.9212,133.032,11.91,11.4425,636.9883,0.58241912,0.00042963,1,17
690,243.62,161.126,233.759,155.426,5,55,S51,5,77,716,525.9259,342.9226,302.763,233.7557,155.3466,132.124,11.9262,11.4718,331.5418,0.58005744,0.00043348,1,16
691,329.403,217.908,319.69,211.955,5,56,S52,5,78,717,532.9055,347.4143,302.763,319.6827,211.8738,132.605,11.9054,11.4549,434.4143,0.58116002,0.00110258,1,15
692,157.666,104.575,147.834,98.885,5,57,S53,5,75,714,526.1964,342.5022,302.763,147.8398,98.8111,131.028,11.9603,11.5108,228.6533,0.57921757,0.00090888,1,14
693,434.961,286.212,425.448,279.94,5,58,S54,5,76,715,533.176,346.9938,302.763,425.4372,279.8563,132.906,11.891,11.4156,560.1416,0.57962396,0.00040639,1,13
694,454.68,297.827,445.269,291.395,5,59,S55,5,73,712,526.467,342.0817,302.763,445.2584,291.3116,132.952,11.8896,11.3907,583.0025,0.5777674,0.0013068,1,12
695,349.227,229.369,339.513,223.416,5,60,S56,5,74,713,533.4466,346.5734,302.763,339.505,223.334,132.68,11.9029,11.4198,457.2776,0.57830869,0.00054129,1,11
696,368.903,241.049,359.333,234.874,5,61,S57,5,71,710,526.7376,341.6612,302.763,359.3243,234.7913,132.738,11.9008,11.3892,480.1394,0.57627933,0.00064409,1,10
697,263.443,172.591,253.58,166.891,5,62,S58,5,72,711,533.7172,346.1529,302.763,253.5749,166.8115,132.261,11.9203,11.4268,354.4083,0.5764606,0.00018127,1,9
698,282.653,184.989,273.398,178.352,5,63,S59,5,69,708,527.0082,341.2408,302.763,273.3913,178.2714,132.376,11.9171,11.3912,377.2716,0.57625874,0.00245737,1,8
699,474.535,309.23,465.089,302.849,5,64,S60,5,70,709,533.9878,345.7325,302.763,465.0774,302.7647,132.98,11.8876,11.3689,605.8639,0.57563524,-0.0006235,1,7
700,494.474,320.496,484.907,314.3,5,65,S61,5,67,706,527.2788,340.8203,302.763,484.8946,314.2159,133.016,11.8864,11.3512,628.7241,0.57340262,-0.00086869,1,6
701,388.751,252.461,379.151,246.328,5,66,S62,5,68,707,534.2584,345.312,302.763,379.1413,246.2453,132.789,11.8978,11.3648,503.0019,0.57380137,0.00039875,1,5
702,302.741,196.03,293.212,189.808,5,67,S63,5,65,704,527.5494,340.3999,302.763,293.205,189.7268,132.48,11.9126,11.3639,400.1352,0.57204064,0.0004845,1,4
703,177.488,116.053,167.65,110.362,5,68,S64,5,66,705,534.529,344.8915,302.763,167.6517,110.2871,131.385,11.9516,11.4463,251.5279,0.57427131,0.00223067,1,3
704,196.969,128.039,187.461,121.829,5,73,S65,5,63,702,528.3611,339.1385,302.763,187.4608,121.753,131.656,11.9439,11.3987,274.3955,0.57237906,0.00293023,0,68
705,408.59,263.878,398.967,257.78,5,74,S66,5,64,703,535.3407,343.6302,302.763,398.9561,257.6972,132.846,11.8959,11.3461,525.8623,0.57155614,-0.00082292,0,67
706,428.536,275.124,418.781,269.23,5,75,S67,5,61,700,528.6317,338.718,302.763,418.7692,269.1467,132.888,11.893,11.3372,548.7232,0.56913041,0.00081799,0,66
707,322.556,207.484,313.025,201.261,5,76,S68,5,62,701,535.6113,343.2097,302.763,313.0162,201.1795,132.56,11.9087,11.3475,422.9977,0.56944883,0.00031842,0,65
708,448.135,286.908,438.593,280.677,5,77,S69,5,59,698,528.9023,338.2976,302.763,438.5809,280.594,132.931,11.8904,11.3499,571.5835,0.56801874,0.00031121,0,64
709,216.844,139.407,207.27,133.289,5,78,S70,5,60,699,535.8819,342.7892,302.763,207.2679,133.2115,131.867,11.9365,11.3694,297.2624,0.56831242,0.00029368,0,63
710,236.43,151.22,227.077,144.743,5,79,S71,5,57,696,529.1728,337.8771,302.763,227.073,144.6646,132.05,11.9303,11.3897,320.1281,0.56648418,0.00086182,0,62
711,342.228,219.156,332.835,212.711,5,80,S72,5,58,697,536.1524,342.3688,302.763,332.8259,212.6284,132.638,11.9054,11.3639,445.8592,0.56770753,0.00122335,0,61
712,362.085,230.535,352.644,224.158,5,81,S73,5,55,694,529.4434,337.4567,302.763,352.6339,224.0761,132.709,11.9023,11.3807,468.7211,0.56539682,0.00069145,0,60
713,468.17,298.004,458.403,292.124,5,82,S74,5,56,695,536.423,341.9483,302.763,458.3912,292.0399,132.965,11.8881,11.3642,594.4433,0.56562236,0.00022554,0,59
714,488.091,309.274,478.213,303.568,5,83,S75,5,53,692,529.714,337.0362,302.763,478.2004,303.4844,133.003,11.8868,11.3776,617.3029,0.56374041,0.00041194,0,58
715,256.049,162.975,246.883,156.193,5,84,S76,5,54,693,536.6936,341.5279,302.763,246.8768,156.1138,132.188,11.9234,11.4106,342.9916,0.56470537,0.00096496,0,57
716,504.878,319.596,498.021,315.012,5,85,S77,5,51,690,529.9846,336.6157,302.763,498.0082,314.9279,133.03,11.8847,11.3934,637.0079,0.56335524,-0.00948317,0,56
717,381.931,241.923,372.451,235.604,5,86,S78,5,52,691,536.9642,341.1074,302.763,372.4408,235.5208,132.768,11.899,11.3972,491.5808,0.56332847,-2.677e-05,0,55
718,401.74,253.368,392.258,247.047,5,87,S79,5,49,688,530.2552,336.1953,302.763,392.2463,246.9646,132.81,11.8953,11.4155,514.4414,0.56157604,0.00191349,0,54
719,129.66,84.776,121.32,76.775,5,88,S80,5,50,689,537.2348,340.687,302.763,121.3291,76.7049,130.261,11.9779,11.4579,194.3819,0.57283841,0.01126237,0,53
720,149.958,95.471,141.116,88.232,5,89,S81,5,47,686,530.5258,335.7748,302.763,141.1204,88.1594,130.82,11.9671,11.4841,217.2459,0.56356676,0.00408625,0,52
721,276.345,173.649,266.687,167.64,5,90,S82,5,48,687,537.5054,340.2665,302.763,266.6793,167.5601,132.326,11.9189,11.4318,365.8536,0.55966255,-0.00390421,0,51
722,296.348,184.779,286.489,179.084,5,91,S83,5,45,684,530.7963,335.3544,302.763,286.4811,179.004,132.431,11.9137,11.4554,388.7156,0.55660721,-0.00135528,0,50
723,421.688,264.588,412.063,258.49,5,92,S84,5,46,685,537.7759,339.846,302.763,412.0511,258.4066,132.866,11.8935,11.4357,537.3018,0.55948051,0.0028733,0,49
724,170.01,106.538,160.912,99.682,5,93,S85,5,43,682,531.0669,334.9339,302.763,160.9131,99.6075,131.219,11.9551,11.5091,240.1128,0.55791801,0.0031235,0,48
725,441.512,275.999,431.867,269.931,5,94,S86,5,44,683,538.0465,339.4256,302.763,431.8549,269.8476,132.905,11.9075,11.4541,560.1602,0.55796249,4.448e-05,0,47
726,461.435,287.249,451.671,281.37,5,95,S87,5,41,680,531.3375,334.5135,302.763,451.6582,281.287,132.947,11.9275,11.4705,583.0189,0.55623934,0.00053747,0,46
727,316.152,196.223,306.291,190.527,5,96,S88,5,42,681,538.3171,339.0051,302.763,306.2821,190.4455,132.519,11.9092,11.4776,411.5768,0.55479451,-0.00144483,0,45
728,335.661,208.14,326.092,201.967,5,97,S89,5,39,678,531.6081,334.093,302.763,326.0822,201.8859,132.603,11.9255,11.5001,434.4372,0.55445573,-1.724e-05,0,44
729,481.02,299.042,471.474,292.809,5,98,S90,5,40,679,538.5877,338.5847,302.763,471.4606,292.7258,132.982,11.9462,11.4869,605.8781,0.55570187,0.00124614,0,43
730,190.217,117.333,180.708,111.127,5,99,S91,5,37,676,531.8787,333.6725,302.763,180.7064,111.0511,131.531,11.9455,11.5381,262.9752,0.55206201,-0.00022444,0,42
731,500.846,310.444,491.276,304.248,5,100,S92,5,38,677,538.8583,338.1642,302.763,491.2624,304.1637,133.02,11.9633,11.5022,628.7364,0.55447297,0.00241096,0,41
732,210.078,128.683,200.504,122.569,5,101,S93,5,35,674,532.1493,333.2521,302.763,200.5005,122.4917,131.776,11.9375,11.564,285.8392,0.54943087,-0.00145226,0,40
733,355.617,219.331,345.893,213.406,5,102,S94,5,36,675,539.1289,337.7437,302.763,345.8821,213.3244,132.675,11.9509,11.52,457.2964,0.55228645,0.00285558,0,39
734,230.143,139.693,220.3,134.008,5,103,S95,5,33,672,532.4198,332.8316,302.763,220.2949,133.9297,131.968,11.9564,11.59,308.7024,0.54590509,-0.00326244,0,38
735,375.431,230.75,365.693,224.844,5,104,S96,5,34,673,539.3994,337.3233,302.763,365.6814,224.762,132.74,11.974,11.5378,480.1559,0.55088313,0.00497804,0,37
736,414.916,253.815,405.291,247.718,5,107,S97,5,31,670,532.961,331.9907,302.763,405.2788,247.6348,132.838,12.0112,11.5681,525.8737,0.54895262,0.0045663,0,34
737,395.36,241.98,385.492,236.281,5,108,S98,5,32,671,539.9406,336.4824,302.763,385.4802,236.1986,132.792,11.9927,11.5536,503.0156,0.54916753,0.00021491,0,33
738,434.735,265.221,425.09,259.153,5,109,S99,5,29,668,533.2316,331.5702,302.763,425.0767,259.07,132.881,12.0276,11.5808,548.7327,0.5478386,0.00477753,0,32
739,249.943,151.132,240.096,145.445,5,110,S100,5,30,669,540.2112,336.0619,302.763,240.0895,145.3662,132.131,11.9915,11.6109,331.564,0.54438632,-0.00345228,0,31
740,454.535,276.656,444.888,270.588,5,111,S101,5,27,666,533.5022,331.1498,302.763,444.8746,270.5046,132.929,12.0432,11.5933,571.5911,0.5468743,0.00497968,0,30
741,269.743,162.57,259.892,156.881,5,112,S102,5,28,667,540.4818,335.6415,302.763,259.884,156.8017,132.258,12.0194,11.6281,354.4258,0.54306107,-0.00381323,0,29
742,474.558,287.723,464.686,282.022,5,113,S103,5,25,664,533.7727,330.7293,302.763,464.6725,281.9385,132.971,12.0571,11.605,594.4497,0.54526031,0.00048319,0,28
743,289.541,174.006,279.688,168.316,5,114,S104,5,26,665,540.7524,335.221,302.763,279.6786,168.2358,132.377,12.045,11.6449,377.2854,0.54189462,-0.00336569,0,27
744,309.148,185.762,299.484,179.75,5,115,S105,5,23,662,534.0433,330.3089,302.763,299.4733,179.6695,132.48,12.0667,11.6582,400.1467,0.54179277,-0.00250533,0,26
745,494.256,299.323,484.484,293.456,5,116,S106,5,24,663,541.0229,334.8005,302.763,484.4697,293.3725,133.003,12.0694,11.6144,617.3076,0.54477712,0.00298435,0,25
746,111.314,70.973,104.542,60.357,5,117,S107,5,21,660,534.3139,329.8884,302.763,104.5448,60.2851,144.006,13.319,11.886,171.491,0.56318364,0.0249019,0,24
747,511.477,309.401,504.282,304.889,5,118,S108,5,22,661,541.2935,334.3801,302.763,504.2669,304.8057,133.035,12.0812,11.6236,637.2585,0.5442981,-0.01888554,0,23
748,125.149,70.142,114.439,66.071,5,119,S109,5,19,658,534.5845,329.468,302.763,114.4485,66.0033,129.906,12.0178,11.8304,182.9246,0.51894935,-0.01794111,0,22
749,329.497,196.276,319.279,191.184,5,120,S110,5,20,659,541.5641,333.9596,302.763,319.2679,191.1022,132.561,12.0851,11.6706,423.0058,0.53828174,0.01933239,0,21
750,369.238,218.895,358.87,214.049,5,121,S111,5,17,656,534.8551,329.0475,302.763,358.8578,213.9666,132.702,12.1163,11.6908,468.7239,0.53624811,0.02128898,0,20
751,349.441,207.462,339.075,202.616,5,122,S112,5,18,657,541.8347,333.5392,302.763,339.0627,202.5348,132.638,12.1026,11.6809,445.8646,0.53689046,0.00064235,0,19
752,389.166,230.106,378.666,225.481,5,123,S113,5,15,654,535.1257,328.627,302.763,378.6528,225.3981,132.764,12.1297,11.698,491.5828,0.53514113,0.00026685,0,18
753,145.421,80.775,134.234,77.5,5,124,S114,5,16,655,542.1053,333.1187,302.763,134.2382,77.4287,130.564,12.0764,11.8355,205.8029,0.51495913,-0.020182,0,17
754,428.696,253.077,418.256,248.343,5,125,S115,5,13,652,535.3962,328.2066,302.763,418.2423,248.2607,132.871,12.1525,11.7126,537.3009,0.53439809,0.02103737,0,16
755,408.899,241.645,398.461,236.912,5,126,S116,5,14,653,542.3759,332.6983,302.763,398.4475,236.8299,132.813,12.1408,11.7057,514.4415,0.53487428,0.00047619,0,15
756,448.778,264.025,438.052,259.774,5,127,S117,5,11,650,535.6668,327.7861,302.763,438.0372,259.6917,132.908,12.1617,11.719,560.1596,0.53295805,0.00036432,0,14
757,165.508,91.722,154.029,88.929,5,128,S118,5,12,651,542.6464,332.2778,302.763,154.0294,88.855,131.038,12.1188,11.8388,228.6765,0.51336072,-0.01959733,0,13
758,488.465,286.725,477.642,282.636,5,129,S119,5,9,648,535.9374,327.3657,302.763,477.6269,282.5526,132.986,12.1792,11.7301,605.8761,0.53194693,-0.00023874,0,12
759,468.574,275.456,457.847,271.205,5,130,S120,5,10,649,542.917,331.8573,302.763,457.832,271.122,132.947,12.1709,11.7245,583.018,0.53259373,0.0006468,0,11
760,204.643,115.4,193.619,111.786,5,131,S121,5,7,646,536.208,326.9452,302.763,193.614,111.7091,131.655,12.1746,11.8431,274.399,0.51848608,-0.00236905,0,10
761,508.088,298.448,497.437,294.066,5,132,S122,5,8,647,543.1876,331.4369,302.763,497.4219,293.9826,133.017,12.1868,11.7355,628.7337,0.53218567,0.01369959,0,9
762,302.913,173.811,292.593,168.929,5,133,S123,5,5,644,536.4786,326.5247,302.763,292.5818,168.8482,132.422,12.2433,11.8473,388.7053,0.52372097,-0.00096039,0,8
763,243.98,138.717,233.208,134.643,5,134,S124,5,6,645,543.4582,331.0164,302.763,233.2005,134.5644,132.048,12.2092,11.845,320.122,0.52085513,-0.00286584,0,7
764,381.89,219.896,371.772,214.643,5,135,S125,5,3,642,536.7492,326.1043,302.763,371.7587,214.5609,132.728,12.2708,11.848,480.1441,0.52457719,0.00088746,0,6
765,342.296,197.037,332.183,191.786,5,136,S126,5,4,643,543.7288,330.596,302.763,332.1699,191.7046,132.601,12.2586,11.8481,434.4252,0.52468136,0.00010417,0,5
766,500.88,288.103,490.542,283.214,5,137,S127,5,1,640,537.0197,325.6838,302.763,490.5252,283.131,133.008,12.2955,11.8498,617.2957,0.52366969,0.0,0,4
767,401.898,230.958,391.567,226.071,5,138,S128,5,2,641,543.9993,330.1755,302.763,391.5529,225.9893,132.791,12.2758,11.8482,503.0023,0.52368973,2.004e-05,0,3
768,415.218,368.25,408.457,358.654,6,3,S1,6,127,894,481.8853,402.7929,308.363,408.4578,358.5694,132.96,12.3207,11.8784,593.8948,0.71380762,0.00155369,1,68
769,449.599,394.4,440.857,391.028,6,4,S2,6,128,895,488.3933,407.9443,308.363,440.8571,390.9432,133.031,12.3798,11.9329,637.0093,0.70950046,-0.00430716,1,67
770,389.03,346.102,382.191,336.604,6,5,S3,6,125,892,482.1956,402.4009,308.363,382.192,336.5199,132.909,12.332,11.8935,559.5994,0.71453066,0.00080824,1,66
771,441.78,389.966,434.724,380.702,6,6,S4,6,126,893,488.7036,407.5522,308.363,434.7239,380.6173,133.015,12.312,11.8639,628.1909,0.71225393,-0.00227673,1,65
772,338.012,300.253,329.656,292.499,6,7,S5,6,123,890,482.5059,402.0088,308.363,329.659,292.4159,132.769,12.3583,11.9327,491.0187,0.71207826,0.00256323,1,64
773,363.404,323.311,355.924,314.553,6,8,S6,6,124,891,489.0139,407.1602,308.363,355.9255,314.469,132.845,12.3436,11.9123,525.3076,0.71372242,0.00164416,1,63
774,330.853,291.113,323.516,282.176,6,9,S7,6,121,888,482.8162,401.6168,308.363,323.5187,282.0929,132.731,12.2654,11.8397,479.6324,0.70740534,0.0025404,1,62
775,304.173,269.537,297.253,260.126,6,10,S8,6,122,889,489.3242,406.7681,308.363,297.256,260.044,132.643,12.2743,11.8571,445.3338,0.70951503,0.00210969,1,61
776,384.501,333.919,376.044,326.271,6,11,S9,6,119,886,483.1266,401.2247,308.363,376.0448,326.1868,132.896,12.2517,11.8119,548.2306,0.7031568,0.00120318,1,60
777,357.77,312.41,349.78,304.224,6,12,S10,6,120,887,489.6346,406.3761,308.363,349.7814,304.1407,132.815,12.2575,11.8243,513.9325,0.70486494,0.00170814,1,59
778,437.38,377.606,428.572,370.361,6,13,S11,6,117,884,483.4369,400.8327,308.363,428.5718,370.2762,133.007,12.2411,11.7897,616.8169,0.70174886,-0.00830265,1,58
779,411.114,355.56,402.308,348.316,6,14,S12,6,118,885,489.9449,405.984,308.363,402.3085,348.2318,132.947,12.2453,11.8005,582.5253,0.70195362,0.00020476,1,57
780,252.541,224.38,244.727,216.02,6,15,S13,6,115,882,483.7472,400.4407,308.363,244.732,215.9392,132.375,12.2963,11.9019,376.744,0.70786104,0.00342313,1,56
781,278.009,247.361,270.99,238.075,6,16,S14,6,116,883,490.2552,405.592,308.363,270.9936,237.9928,132.52,12.2843,11.8771,411.0369,0.71005151,0.00219047,1,55
782,298.996,258.073,291.089,249.788,6,17,S15,6,113,880,484.0575,400.0486,308.363,291.0919,249.7057,132.603,12.1675,11.7487,433.9704,0.69724465,0.00057811,1,54
783,227.254,201.196,218.464,193.961,6,18,S16,6,114,881,490.5655,405.1999,308.363,218.4712,193.8816,132.202,12.3111,11.9321,342.4596,0.70443791,0.00719326,1,53
784,351.975,301.635,343.613,293.876,6,19,S17,6,111,878,484.3679,399.6566,308.363,343.6137,293.7933,132.793,12.1672,11.7317,502.5567,0.69600504,0.00025096,1,52
785,325.459,279.885,317.351,271.833,6,20,S18,6,112,879,490.8758,404.8079,308.363,317.3526,271.7499,132.708,12.1675,11.7397,468.263,0.69666654,0.0006615,1,51
786,404.846,345.318,396.138,337.962,6,21,S19,6,109,876,484.6782,399.2645,308.363,396.1375,337.8775,132.93,12.1662,11.7186,571.1382,0.69534696,8.227e-05,1,50
787,378.376,323.517,369.875,315.919,6,22,S20,6,110,877,491.1862,404.4158,308.363,369.8754,315.8358,132.867,12.1667,11.7242,536.8469,0.69575408,0.00040712,1,49
788,455.104,387.542,448.664,382.045,6,23,S21,6,107,874,484.9885,398.8725,308.363,448.6628,381.9599,133.038,12.1654,11.709,636.7788,0.69569721,-0.0020931,1,48
789,431.206,367.247,422.401,360.004,6,24,S22,6,108,875,491.4965,404.0238,308.363,422.4,359.9191,132.988,12.1661,11.7128,605.4271,0.69526469,-0.00043252,1,47
790,245.98,214.548,238.568,205.694,6,25,S23,6,105,872,485.2988,398.4804,308.363,238.5729,205.6143,132.323,12.1684,11.7728,365.3804,0.69909232,-0.00180426,1,46
791,272.566,236.22,264.828,227.742,6,26,S24,6,106,873,491.8068,403.6317,308.363,264.832,227.6609,132.475,12.1681,11.76,399.6768,0.69779031,-0.00130201,1,45
792,193.225,170.7,186.052,161.591,6,27,S25,6,103,870,485.6091,398.0884,308.363,186.0607,161.5136,131.874,12.1665,11.8091,296.7834,0.70039509,0.00114757,1,44
793,219.341,192.932,212.309,183.645,6,28,S26,6,104,871,492.1171,403.2397,308.363,212.3156,183.5654,132.121,12.1673,11.7884,331.0804,0.70089658,0.00050149,1,43
794,141.347,125.804,133.547,117.466,6,29,S27,6,101,868,485.9195,397.6963,308.363,133.5623,117.3941,131.034,12.1578,11.8701,228.1835,0.6964924,0.01757453,1,42
795,167.193,148.362,159.797,139.533,6,30,S28,6,102,869,492.4274,402.8476,308.363,159.8089,139.4574,131.529,12.1638,11.8351,262.4825,0.69924752,0.00275512,1,41
796,424.747,357.191,416.208,349.629,6,31,S29,6,99,866,486.2298,397.3043,308.363,416.2069,349.5448,132.966,12.0867,11.6321,594.0364,0.68923088,-3.95e-05,1,40
797,117.251,101.209,107.306,95.385,6,32,S30,6,100,867,492.7378,402.4556,308.363,107.3262,95.3177,130.264,12.1435,11.9184,193.951,0.67891787,-0.01031301,1,39
798,398.564,335.052,389.945,327.589,6,33,S31,6,97,864,486.5401,396.9122,308.363,389.9444,327.5051,132.905,12.0817,11.6328,559.7511,0.68845458,0.00118316,1,38
799,451.192,379.015,442.471,371.669,6,34,S32,6,98,865,493.0481,402.0635,308.363,442.4699,371.5842,133.017,12.0917,11.6325,628.3238,0.68927038,0.0008158,1,37
800,346.323,290.622,337.419,283.509,6,37,S33,6,95,862,487.1607,396.1281,308.363,337.4197,283.4256,132.763,12.0702,11.6326,491.182,0.68617621,0.00129068,1,34
801,372.483,312.789,363.682,305.549,6,38,S34,6,96,863,493.6687,401.2795,308.363,363.6818,305.4656,132.842,12.0767,11.6328,525.4663,0.68727142,0.00109521,1,33
802,294.03,246.251,284.895,239.426,6,39,S35,6,93,860,487.4711,395.7361,308.363,284.8972,239.3447,132.563,12.0537,11.6332,422.6132,0.68334448,0.0015441,1,32
803,320.172,268.444,311.157,261.468,6,40,S36,6,94,861,493.979,400.8874,308.363,311.1582,261.3851,132.673,12.063,11.633,456.8984,0.68488553,0.00154105,1,31
804,241.457,202.213,232.373,195.342,6,41,S37,6,91,858,487.7814,395.344,308.363,232.3774,195.2616,132.266,12.0287,11.6328,354.0408,0.68064458,0.00127033,1,30
805,267.822,224.139,258.634,217.384,6,42,S38,6,92,859,494.2894,400.4954,308.363,258.6369,217.3032,132.429,12.0423,11.6331,388.329,0.68180038,0.0011558,1,29
806,188.846,158.214,179.855,151.252,6,43,S39,6,89,856,488.0917,394.952,308.363,179.8631,151.175,131.771,11.9865,11.631,285.467,0.67683751,-0.00541313,1,28
