pad_number,x,y,via_x,via_y,connector_number,connector_pin,pin_name,sector,strip,channel_id,pin_x,pin_y,pad_angle,pad_cx,pad_cy,pad_area,pad_w,pad_h,radius,phi,delta_phi,mec8_connector,mec8_pin
312,512.397,143.514,501.52,140.077,2,61,S57,2,71,326,602.78,175.6161,286.036,501.4839,140.0004,132.933,11.8904,11.392,570.2112,0.29191051,-0.01687912,1,10
313,468.294,131.475,457.36,128.245,2,62,S58,2,72,327,610.757,177.9089,286.036,457.3255,128.1685,132.841,11.8948,11.3842,524.5106,0.29412661,0.0022161,1,9
314,556.65,155.022,545.679,151.908,2,63,S59,2,69,324,602.9181,175.1355,286.036,545.6421,151.8317,132.999,11.8865,11.3994,615.9063,0.28912749,-0.01137155,1,8
315,259.188,72.844,248.397,69.205,2,64,S60,2,70,325,610.8951,177.4283,286.036,248.3704,69.1308,131.961,11.9321,11.4207,307.4202,0.30878963,0.01966214,1,7
316,347.829,95.426,336.717,92.854,2,65,S61,2,67,322,603.0562,174.655,286.036,336.6861,92.7793,132.482,11.9123,11.4316,398.7684,0.29518586,0.00376031,1,6
317,303.57,83.929,292.558,81.028,2,66,S62,2,68,323,611.0332,176.9478,286.036,292.5285,80.9535,132.259,11.921,11.4257,353.084,0.30049904,0.00531318,1,5
318,436.12,119.196,425.035,116.51,2,67,S63,2,65,320,603.1943,174.1744,286.036,425.0003,116.434,132.762,11.8973,11.4445,490.1646,0.28918067,0.0019919,1,4
319,392.029,107.119,380.876,104.682,2,68,S64,2,66,321,611.1714,176.4672,286.036,380.8433,104.6063,132.639,11.9047,11.4374,444.4615,0.29142555,0.00224488,1,3
320,524.351,143.173,513.351,140.168,2,73,S65,2,63,318,603.6087,172.7328,286.036,513.3146,140.092,132.95,11.9134,11.4552,581.5736,0.28543368,0.0015462,0,68
321,480.23,131.206,469.193,128.339,2,74,S66,2,64,319,611.5857,175.0256,286.036,469.1574,128.2627,132.868,11.9006,11.4506,535.869,0.28718877,0.00175509,0,67
322,215.059,60.865,204.234,57.384,2,75,S67,2,61,316,603.7468,172.2523,286.036,204.212,57.3115,131.532,11.948,11.4157,261.7456,0.31642551,-0.0072415,0,66
323,568.481,155.112,557.508,151.998,2,76,S68,2,62,317,611.7238,174.5451,286.036,557.4712,151.9216,133.021,11.9237,11.4599,627.2805,0.28388748,-0.03253803,0,65
324,403.305,109.164,392.691,104.774,2,77,S69,2,59,314,603.8849,171.7717,286.036,392.6573,104.6988,132.677,11.9523,11.521,455.8514,0.28861537,0.00323694,0,64
325,171.152,48.135,160.068,45.57,2,78,S70,2,60,315,611.862,174.0645,286.036,160.0528,45.4995,130.819,11.9681,11.4131,216.0628,0.32366701,0.03505164,0,63
326,491.817,132.127,481.008,128.427,2,79,S71,2,57,312,604.0231,171.2912,286.036,480.9715,128.351,132.893,11.9696,11.5198,547.2475,0.28280532,0.00177593,0,62
327,447.57,120.613,436.85,116.6,2,80,S72,2,58,313,612.0001,173.584,286.036,436.8147,116.524,132.792,11.9618,11.5211,501.5469,0.28537843,0.00257311,0,61
328,577.17,154.599,569.323,152.083,2,81,S73,2,55,310,604.1612,170.8106,286.036,569.2853,152.0064,133.031,11.9804,11.5187,635.4848,0.27928284,-0.01251398,0,60
329,536.001,143.87,525.165,140.254,2,82,S74,2,56,311,612.1382,173.1034,286.036,525.1283,140.1783,132.966,11.975,11.5201,592.9542,0.28102939,0.00174655,0,59
330,315.011,85.389,304.373,81.128,2,83,S75,2,53,308,604.2993,170.3301,286.036,304.3427,81.0541,132.326,11.924,11.5237,364.4499,0.29503345,-0.00502639,0,58
331,359.122,97.407,348.533,92.95,2,84,S76,2,54,309,612.2763,172.6229,286.036,348.5002,92.8753,132.525,11.9401,11.5219,410.1516,0.29179682,-0.00323663,0,57
332,226.744,61.489,216.051,57.497,2,85,S77,2,51,306,604.4374,169.8495,286.036,216.0272,57.4247,131.65,11.9417,11.5302,273.0616,0.30528121,-0.00884594,0,56
333,270.824,73.635,260.213,69.31,2,86,S78,2,52,307,612.4144,172.1423,286.036,260.1854,69.2361,132.047,11.9275,11.5254,318.7584,0.30005984,-0.00522137,0,55
334,138.374,37.876,127.716,33.917,2,87,S79,2,49,304,604.5755,169.369,286.036,127.7076,33.8481,129.909,11.9821,11.5585,181.7253,0.32751118,0.05094519,0,54
335,182.566,49.676,171.887,45.696,2,88,S80,2,50,305,612.5526,171.6618,286.036,171.8683,45.6244,131.039,11.9604,11.5385,227.3846,0.31412715,-0.01338403,0,53
336,547.911,143.549,536.965,140.336,2,89,S81,2,47,302,604.7137,168.8884,286.036,536.927,140.2599,132.98,12.035,11.58,604.3188,0.27505306,-0.00337183,0,52
337,503.691,131.948,492.806,128.509,2,90,S82,2,48,303,612.6907,171.1812,286.036,492.7687,128.4336,132.916,12.0352,11.5868,558.6108,0.27656599,0.00151293,0,51
338,415.309,108.512,404.486,104.86,2,91,S83,2,45,300,604.8518,168.4079,286.036,404.4512,104.7847,132.71,12.032,11.6017,467.1908,0.27996425,-0.00287631,0,50
339,459.458,120.384,448.646,116.684,2,92,S84,2,46,301,612.8288,170.7007,286.036,448.6103,116.6085,132.815,12.0339,11.5934,512.902,0.27842489,-0.00153936,0,49
340,326.883,85.226,316.163,81.219,2,93,S85,2,43,298,604.9899,167.9274,286.036,316.1313,81.1444,132.383,12.0271,11.6261,375.7789,0.28543191,-0.00332034,0,48
341,371.049,97.048,360.325,93.038,2,94,S86,2,44,299,612.9669,170.2202,286.036,360.2918,92.9631,132.564,12.0307,11.613,421.4881,0.28284056,-0.00259135,0,47
342,238.541,61.593,227.833,57.596,2,95,S87,2,41,296,605.128,167.4468,286.036,227.8064,57.5234,131.771,12.0141,11.6669,284.3653,0.29316083,0.02335322,0,46
343,282.714,73.407,271.999,69.404,2,96,S88,2,42,297,613.1051,169.7396,286.036,271.9696,69.3305,132.129,12.0221,11.6432,330.0709,0.28875225,-0.00440858,0,45
344,515.507,131.909,504.588,128.587,2,97,S89,2,39,294,605.2661,166.9663,286.036,504.5505,128.5112,132.932,12.0972,11.6501,569.9765,0.27083955,-0.02846293,0,44
345,559.724,143.527,548.749,140.412,2,98,S90,2,40,295,613.2432,169.2591,286.036,548.7111,140.3367,133.0,12.0927,11.6385,615.6902,0.26980761,-0.00103194,0,43
346,471.397,119.874,460.425,116.762,2,99,S91,2,37,292,605.4043,166.4857,286.036,460.3888,116.6869,132.843,12.1024,11.6623,524.2546,0.27123044,-0.00145485,0,42
347,194.361,49.788,183.661,45.801,2,100,S92,2,38,293,613.3813,168.7785,286.036,183.6395,45.7303,131.216,11.9992,11.6996,238.6633,0.29930248,0.02807204,0,41
348,150.167,38.0,139.479,34.033,2,101,S93,2,35,290,605.5424,166.0052,286.036,139.4662,33.9638,130.266,11.9686,11.75,192.9664,0.30845878,0.03620361,0,40
349,427.167,108.297,416.262,104.939,2,102,S94,2,36,291,613.5194,168.298,286.036,416.2264,104.8642,132.741,12.1077,11.6781,478.5404,0.27268529,-0.03577349,0,39
350,571.521,143.506,560.52,140.485,2,103,S95,2,33,288,605.6805,165.5246,286.036,560.4817,140.4093,133.013,12.1475,11.6947,627.0628,0.26476075,-0.00948563,0,38
351,383.174,95.801,372.097,93.118,2,104,S96,2,34,289,613.6575,167.8174,286.036,372.0624,93.0439,132.595,12.1141,11.6973,432.8075,0.27225517,0.00749442,0,37
352,527.408,131.471,516.355,128.66,2,107,S97,2,31,286,605.9567,164.5635,286.036,516.3172,128.5843,132.952,12.1562,11.7103,581.3376,0.26463651,-0.01064949,0,34
353,338.934,84.25,327.929,81.301,2,108,S98,2,32,287,613.9338,166.8563,286.036,327.8964,81.2269,132.428,12.1225,11.7206,387.0917,0.27424638,0.00960987,0,33
354,483.216,119.739,472.189,116.835,2,109,S99,2,29,284,606.0949,164.083,286.036,472.1515,116.7604,132.858,12.166,11.7271,535.6155,0.26507565,-0.01374373,0,32
355,294.817,72.207,283.758,69.488,2,110,S100,2,30,285,614.0719,166.3758,286.036,283.7275,69.4149,132.201,12.1331,11.7517,341.362,0.275286,0.01021035,0,31
356,439.107,107.672,428.02,105.013,2,111,S101,2,27,282,606.233,163.6025,286.036,427.9839,104.9382,132.762,12.1783,11.749,489.8858,0.26489244,0.00471964,0,30
357,250.536,60.785,239.582,57.683,2,112,S102,2,28,283,614.21,165.8953,286.036,239.5542,57.6104,131.872,12.1451,11.7932,295.6454,0.27881938,0.01392694,0,29
358,394.882,96.057,383.849,93.193,2,113,S103,2,25,280,606.3711,163.1219,286.036,383.8135,93.1186,132.631,12.1925,11.7757,444.1626,0.26572202,0.00545969,0,28
359,580.398,142.892,572.278,140.554,2,114,S104,2,26,281,614.3481,165.4147,286.036,572.239,140.4783,133.035,12.2003,11.7474,635.4765,0.2601728,-0.00554922,0,27
360,206.344,48.986,195.397,45.892,2,115,S105,2,23,278,606.5092,162.6414,286.036,195.3736,45.8204,131.383,12.1603,11.8516,249.9141,0.2820974,0.01634773,0,26
361,539.062,131.943,528.109,128.728,2,116,S106,2,24,279,614.4863,164.9342,286.036,528.0704,128.6528,132.972,12.2124,11.7669,592.7151,0.26026233,-0.02183507,0,25
362,494.966,119.808,483.937,116.904,2,117,S107,2,21,276,606.6473,162.1608,286.036,483.8993,116.8292,132.896,12.228,11.7898,546.9815,0.25956959,-0.0080108,0,24
363,350.748,84.057,339.674,81.376,2,118,S108,2,22,277,614.6244,164.4536,286.036,339.6401,81.3019,132.473,12.2108,11.8088,398.4263,0.26574967,0.00618008,0,23
364,450.738,108.194,439.762,105.082,2,119,S109,2,19,274,606.7855,161.6803,286.036,439.7252,105.007,132.793,12.2452,11.817,501.2542,0.2598226,-0.02715411,0,22
365,306.458,72.671,295.494,69.564,2,120,S110,2,20,275,614.7625,163.9731,286.036,295.4616,69.4907,132.259,12.2338,11.8507,352.7013,0.26758039,0.00775779,0,21
366,550.831,131.907,539.849,128.793,2,121,S111,2,17,272,606.9236,161.1997,286.036,539.8101,128.7177,132.983,12.2665,11.8206,604.0862,0.25519126,-0.00417717,0,20
367,162.134,37.21,151.196,34.127,2,122,S112,2,18,273,614.9006,163.4925,286.036,151.1792,34.058,130.565,12.1786,11.9394,204.1759,0.28697671,0.03178545,0,19
368,262.485,59.961,251.305,57.76,2,123,S113,2,15,270,607.0617,160.7192,286.036,251.275,57.6877,131.972,12.2635,11.9079,306.9333,0.26552362,0.01123513,0,18
369,406.59,96.244,395.584,93.262,2,124,S114,2,16,271,615.0387,163.012,286.036,395.5476,93.1871,132.674,12.2673,11.85,455.518,0.25936843,-0.00615519,0,17
370,362.565,83.755,351.399,81.445,2,125,S115,2,13,268,607.1998,160.2386,286.036,351.3645,81.3713,132.525,12.2938,11.8912,409.7632,0.25746447,-0.0071322,0,16
371,506.703,119.874,495.671,116.969,2,126,S116,2,14,269,615.1769,162.5315,286.036,495.633,116.8941,132.91,12.2858,11.8487,558.35,0.25428849,-0.00317598,0,15
372,462.648,107.516,451.489,105.146,2,127,S117,2,11,266,607.3379,159.7581,286.036,451.4518,105.0713,132.817,12.3085,11.8796,512.6037,0.25257516,0.00274926,0,14
373,218.38,47.716,207.102,45.969,2,128,S118,2,12,267,615.315,162.0509,286.036,207.0762,45.8982,131.524,12.3018,11.9865,261.1608,0.26459667,0.01202151,0,13
374,318.625,70.859,307.207,69.633,2,129,S119,2,9,264,607.4761,159.2776,286.036,307.1738,69.5598,132.321,12.3264,11.9428,363.9901,0.25394098,0.00392546,0,12
375,562.655,131.579,551.578,128.854,2,130,S120,2,10,265,615.4531,161.5704,286.036,551.5381,128.7791,132.999,12.3178,11.8732,615.4533,0.2498259,-0.00411508,0,11
376,518.592,119.235,507.393,117.03,2,131,S121,2,7,262,607.6142,158.797,286.036,507.3536,116.9548,132.931,12.341,11.9041,569.7074,0.24795325,6.869e-05,0,10
377,418.64,94.924,407.302,93.326,2,132,S122,2,8,263,615.5912,161.0898,286.036,407.265,93.2515,132.702,12.3359,11.9191,466.8468,0.25001552,0.00206227,0,9
378,474.556,106.74,463.203,105.206,2,133,S123,2,5,260,607.7523,158.3165,286.036,463.1641,105.1317,132.844,12.3683,11.941,523.9533,0.24546155,0.00185566,0,8
379,374.526,82.733,363.107,81.508,2,134,S124,2,6,261,615.7293,160.6093,286.036,363.0712,81.4345,132.561,12.3696,11.9674,421.0891,0.24788456,0.00242301,0,7
380,430.439,94.548,419.005,93.385,2,135,S125,2,3,258,607.8904,157.8359,286.036,418.9676,93.3106,132.737,12.4016,11.9842,478.1972,0.24314883,0.00229946,0,6
381,574.615,130.607,563.294,128.912,2,136,S126,2,4,259,615.8675,160.1287,286.036,563.2543,128.8375,133.023,12.367,11.9233,626.8139,0.24360589,0.00045706,0,5
382,583.181,132.8,575.0,128.967,2,137,S127,2,1,256,608.0286,157.3554,286.036,574.9596,128.8927,133.029,12.4134,11.9715,635.6559,0.24370359,0.0,0,4
383,530.596,118.016,519.102,117.087,2,138,S128,2,2,257,616.0056,159.6482,286.036,519.0622,117.012,132.95,12.3939,11.958,581.0598,0.24084937,-0.00285422,0,3
384,475.253,212.703,465.328,206.983,3,3,S1,3,127,510,577.4203,247.0641,291.641,465.3043,206.9018,132.904,12.2077,11.7641,559.8635,0.42979372,-0.00124263,1,68
385,527.46,235.946,517.531,230.223,3,4,S2,3,128,511,585.1352,250.1251,291.641,517.5066,230.142,133.005,12.2166,11.7649,617.0077,0.42878126,-0.00101246,1,67
386,506.671,226.448,497.612,218.751,3,5,S3,3,125,508,577.6047,246.5994,291.641,497.5873,218.6703,132.962,12.1656,11.7152,594.1517,0.42878987,-0.00266968,1,66
387,423.046,189.46,413.124,183.743,3,6,S4,3,126,509,585.3196,249.6603,291.641,413.1015,183.6627,132.79,12.1965,11.7624,502.7201,0.43103635,0.00224648,1,65
388,454.814,202.417,445.407,195.512,3,7,S5,3,123,506,577.7891,246.1346,291.641,445.3834,195.432,132.865,12.1514,11.7088,536.9981,0.42824079,0.00523055,1,64
389,371.046,165.754,360.92,160.504,3,8,S6,3,124,507,585.504,249.1956,291.641,360.8991,160.4241,132.633,12.1822,11.7612,445.5717,0.43145955,0.00321876,1,63
390,319.085,141.955,308.716,137.266,3,9,S7,3,121,504,577.9735,245.6699,291.641,308.6966,137.1869,132.432,12.1641,11.7588,388.42,0.4317478,0.00313463,1,62
391,539.326,237.383,529.889,230.514,3,10,S8,3,122,505,585.6884,248.7308,291.641,529.8633,230.433,133.02,12.1293,11.6732,628.4074,0.42301024,-0.00873756,1,61
392,487.222,213.907,477.682,207.275,3,11,S9,3,119,502,578.1578,245.2051,291.641,477.6574,207.1948,132.932,12.1119,11.6615,571.2589,0.42297927,-0.01249999,1,60
393,402.751,178.847,393.202,172.274,3,12,S10,3,120,503,585.8728,248.2661,291.641,393.1792,172.1946,132.73,12.1316,11.6996,479.8486,0.42861317,0.0056339,1,59
394,350.713,155.218,340.996,149.038,3,13,S11,3,117,500,578.3422,244.7404,291.641,340.9745,148.9585,132.569,12.108,11.6885,422.6973,0.42893471,0.00668766,1,58
395,266.669,119.166,256.511,114.029,3,14,S12,3,118,501,586.0572,247.8013,291.641,256.494,113.9519,132.122,12.1358,11.7552,331.2799,0.43547926,0.00654455,1,57
396,520.094,224.294,509.95,219.034,3,15,S13,3,115,498,578.5266,244.2756,291.641,509.9245,218.9535,132.988,12.0763,11.6203,605.5109,0.41633744,-0.01696134,1,56
397,435.259,190.103,425.474,184.038,3,16,S14,3,116,499,586.2416,247.3366,291.641,425.4505,183.9581,132.814,12.0885,11.6475,514.1045,0.42224705,0.00590961,1,55
398,382.878,167.255,373.265,160.802,3,17,S15,3,113,496,578.711,243.8109,291.641,373.2427,160.7225,132.675,12.0607,11.631,456.9612,0.42361489,0.00708748,1,54
399,298.092,132.907,288.788,125.803,3,18,S16,3,114,497,586.426,246.8718,291.641,288.7689,125.7253,132.325,12.0727,11.6741,365.5676,0.43329878,0.00968389,1,53
400,549.969,234.314,542.212,230.789,3,19,S17,3,111,494,578.8954,243.3461,291.641,542.1859,230.708,133.033,12.045,11.5835,636.8928,0.41175612,-0.02946336,1,52
401,467.786,201.278,457.74,195.796,3,20,S18,3,112,495,586.6104,246.4071,291.641,457.7147,195.7159,132.895,12.0524,11.6028,548.3633,0.41652741,0.00477129,1,51
402,330.47,144.468,321.054,137.568,3,21,S19,3,109,492,579.0798,242.8813,291.641,321.033,137.4891,132.482,12.0222,11.6075,399.8195,0.42554056,0.00932903,1,50
403,214.197,96.488,204.304,90.796,3,22,S20,3,110,493,586.7948,245.9423,291.641,204.2918,90.7201,131.657,12.093,11.7518,274.1432,0.44121948,0.01567892,1,49
404,500.386,212.248,489.999,207.55,3,23,S21,3,107,490,579.2642,242.4166,291.641,489.9731,207.47,132.948,12.0175,11.5633,582.6228,0.41110795,-0.02196488,1,48
405,415.583,178.013,405.527,172.56,3,24,S22,3,108,491,586.9792,245.4775,291.641,405.5031,172.48,132.761,12.0196,11.5806,491.211,0.41621153,0.00510358,1,47
406,161.969,73.244,152.095,67.569,3,25,S23,3,105,488,579.4486,241.9518,291.641,152.0896,67.4964,130.813,12.0155,11.7423,216.9946,0.44714416,0.03959945,1,46
407,246.239,108.842,236.578,102.573,3,26,S24,3,106,489,587.1636,245.0128,291.641,236.5619,102.496,131.956,12.0217,11.6513,308.4025,0.43307283,-0.01407133,1,45
408,448.015,189.368,437.783,184.313,3,27,S25,3,103,486,579.633,241.4871,291.641,437.7578,184.2333,132.841,11.9845,11.5383,525.472,0.41102263,-0.00478234,1,44
409,532.674,223.926,522.253,219.301,3,28,S26,3,104,487,587.348,244.548,291.641,522.2268,219.2207,132.998,11.9891,11.5276,616.8913,0.40754471,-0.00347792,1,43
410,278.563,120.514,268.839,114.337,3,29,S27,3,101,484,579.8174,241.0223,291.641,268.8204,114.2595,132.193,11.9669,11.5752,342.6535,0.42440302,-0.00949667,1,42
411,363.379,154.744,353.312,149.325,3,30,S28,3,102,485,587.5324,244.0833,291.641,353.2891,149.2459,132.599,11.9789,11.552,434.0562,0.41580497,-0.00859805,1,41
412,480.488,200.6,470.033,196.063,3,31,S29,3,99,482,580.0018,240.5576,291.641,470.0076,195.9825,132.911,11.9546,11.5004,559.7346,0.40623825,-0.00301791,1,40
413,194.263,85.04,184.364,79.349,3,32,S30,3,100,483,587.7168,243.6185,291.641,184.3524,79.2749,131.391,11.9481,11.6179,251.2362,0.43389969,0.02766144,1,39
414,122.023,50.384,110.375,48.881,3,33,S31,3,97,480,580.1862,240.0928,291.641,110.37,48.8092,144.013,13.3246,11.7763,171.124,0.42762377,0.02493949,1,38
415,395.945,165.771,385.563,161.077,3,34,S32,3,98,481,587.9011,243.1538,291.641,385.5391,160.998,132.706,11.9428,11.5049,468.3114,0.40925616,-0.01836761,1,37
416,311.463,130.782,301.092,126.093,3,37,S33,3,95,478,580.555,239.1633,291.641,301.0708,126.0152,132.379,11.923,11.514,376.8862,0.41328435,0.00892484,1,34
417,512.799,212.201,502.28,207.809,3,38,S34,3,96,479,588.2699,242.2242,291.641,502.2533,207.729,132.96,11.9279,11.4676,594.0039,0.40268428,-0.01060007,1,33
418,545.006,224.038,534.523,219.553,3,39,S35,3,93,476,580.7394,238.6985,291.641,534.4961,219.4728,133.016,11.9047,11.4384,628.2759,0.3999285,-0.0217033,1,32
419,428.352,177.145,417.809,172.825,3,40,S36,3,94,477,588.4543,241.7595,291.641,417.7845,172.7454,132.796,11.9123,11.4659,502.5742,0.40435951,0.00443101,1,31
420,343.919,142.049,333.338,137.843,3,41,S37,3,91,474,580.9238,238.2338,291.641,333.3152,137.765,132.519,11.9094,11.4631,411.1436,0.40667697,0.00591102,1,30
421,226.78,96.247,216.618,91.113,3,42,S38,3,92,475,588.6387,241.2947,291.641,216.603,91.037,131.773,11.9377,11.5289,285.4729,0.4216318,0.01495483,1,29
422,259.157,107.722,248.864,102.866,3,43,S39,3,89,472,581.1082,237.769,291.641,248.8458,102.7896,132.053,11.9292,11.4668,319.7227,0.41293591,0.01074429,1,28
423,460.612,188.852,450.052,184.57,3,44,S40,3,90,473,588.8231,240.83,291.641,450.026,184.4902,132.866,11.894,11.4313,536.8419,0.40076595,-0.01216996,1,27
424,492.912,200.452,482.291,196.312,3,45,S41,3,87,470,581.2926,237.3043,291.641,482.2646,196.2323,132.927,11.8902,11.4026,571.1112,0.39740381,-0.02688097,1,26
425,376.175,153.766,365.579,149.589,3,46,S42,3,88,471,589.0075,240.3652,291.641,365.5552,149.5104,132.637,11.9036,11.4246,445.4081,0.40219162,0.00478781,1,25
426,525.104,212.307,514.528,208.053,3,47,S43,3,85,468,581.477,236.8395,291.641,514.5007,207.9728,132.985,11.8881,11.379,605.3846,0.39487978,-0.00384729,1,24
427,143.12,59.287,132.139,56.143,3,48,S44,3,86,469,589.1919,239.9005,291.641,132.1373,56.0728,130.257,11.9749,11.5754,194.0145,0.42428478,0.029405,1,23
428,291.761,118.613,281.104,114.613,3,49,S45,3,83,466,581.6614,236.3748,291.641,281.0835,114.5361,132.26,11.9215,11.4194,353.9704,0.40415423,0.01146159,1,22
429,408.358,165.65,397.817,161.332,3,50,S46,3,84,467,589.3763,239.4357,291.641,397.7919,161.253,132.732,11.9001,11.3931,479.6778,0.39872707,-0.00542716,1,21
430,440.547,177.509,430.052,173.072,3,51,S47,3,81,464,581.8457,235.91,291.641,430.0258,172.9925,132.811,11.8959,11.3692,513.9483,0.39567519,-0.02141064,1,20
431,554.37,222.996,546.763,219.791,3,52,S48,3,82,465,589.5607,238.971,291.641,546.7347,219.7111,133.031,11.8849,11.36,636.5119,0.39269264,-0.00298255,1,19
432,324.166,129.951,313.339,126.356,3,53,S49,3,79,462,582.0301,235.4452,291.641,313.3171,126.278,132.439,11.9148,11.3847,388.2302,0.39818241,0.00571774,1,18
433,175.014,71.891,164.385,67.902,3,54,S50,3,80,463,589.7451,238.5062,291.641,164.3761,67.8288,131.037,11.9619,11.4821,228.2752,0.41708583,0.01890342,1,17
434,356.089,142.461,345.572,138.096,3,55,S51,3,77,460,582.2145,234.9805,291.641,345.5482,138.0173,132.563,11.9088,11.3597,422.5073,0.39617858,0.00606039,1,16
435,472.846,189.093,462.284,184.81,3,56,S52,3,78,461,589.9295,238.0414,291.641,462.2575,184.7307,132.884,11.8929,11.3503,548.2195,0.39246467,-0.00371391,1,15
436,207.261,83.641,196.623,79.649,3,57,S53,3,75,458,582.3989,234.5157,291.641,196.6092,79.5745,131.527,11.9484,11.4183,262.5279,0.40824674,0.02023982,1,14
437,505.035,200.938,494.515,196.547,3,58,S54,3,76,459,590.1139,237.5767,291.641,494.4877,196.4671,132.949,11.8901,11.3345,582.493,0.39011819,-0.01812855,1,13
438,388.27,154.33,377.802,149.833,3,59,S55,3,73,456,582.5833,234.051,291.641,377.7769,149.7542,132.679,11.904,11.3423,456.7782,0.39296289,-0.00847607,1,12
439,537.229,212.768,526.745,208.282,3,60,S56,3,74,457,590.2983,237.1119,291.641,526.7163,208.2026,133.001,11.8871,11.3381,616.7684,0.38800692,-0.00495597,1,11
440,420.573,165.887,410.03,161.568,3,61,S57,3,71,454,582.7677,233.5862,291.641,410.0043,161.4895,132.77,11.8996,11.3543,491.0474,0.38951396,-0.0073193,1,10
441,239.501,95.385,228.856,91.39,3,62,S58,3,72,455,590.4827,236.6472,291.641,228.8381,91.3143,131.873,11.9364,11.3779,296.7876,0.40143896,0.011925,1,9
442,452.756,177.741,442.257,173.302,3,63,S59,3,69,452,582.9521,233.1215,291.641,442.2302,173.2231,132.837,11.8949,11.3651,525.3226,0.38712481,-0.00654883,1,8
443,271.637,107.37,261.085,103.128,3,64,S60,3,70,453,590.6671,236.1824,291.641,261.0647,103.051,132.134,11.9276,11.369,331.0554,0.39683326,0.00970845,1,7
444,485.045,189.318,474.483,185.035,3,65,S61,3,67,450,583.1365,232.6567,291.641,474.4551,184.9561,132.91,11.8923,11.3768,559.5948,0.38449843,-0.00569017,1,6
445,303.693,119.552,293.312,114.862,3,66,S62,3,68,451,590.8515,235.7177,291.641,293.2894,114.7849,132.313,11.9183,11.3822,365.3304,0.39367364,0.00917521,1,5
446,517.284,201.022,506.707,196.768,3,67,S63,3,65,448,583.3209,232.1919,291.641,506.6791,196.688,132.969,11.8889,11.3893,593.8713,0.38240503,-0.01873544,1,4
447,335.875,131.411,325.537,126.595,3,68,S64,3,66,449,591.0359,235.2529,291.641,325.513,126.5175,132.478,11.9119,11.3965,399.602,0.3901886,0.00778357,1,3
448,549.56,212.625,538.931,208.499,3,73,S65,3,63,446,583.8741,230.7977,291.641,538.9023,208.4196,133.018,11.8857,11.4014,628.147,0.38036893,-0.00545882,0,68
449,155.312,59.581,144.353,56.454,3,74,S66,3,64,447,591.589,233.8586,291.641,144.3471,56.383,130.567,11.9733,11.4345,205.3015,0.40114047,0.02077154,0,67
450,187.889,70.45,176.58,68.181,3,75,S67,3,61,444,584.0585,230.3329,291.641,176.5673,68.1079,131.228,11.9573,11.4457,239.5518,0.38981025,0.00750892,0,66
451,368.281,142.693,357.761,138.327,3,76,S68,3,62,445,591.7734,233.3939,291.641,357.7356,138.249,132.609,11.9073,11.4092,433.8677,0.38582775,-0.0039825,0,65
452,432.816,165.942,422.206,161.788,3,77,S69,3,59,442,584.2429,229.8682,291.641,422.179,161.709,132.783,11.8968,11.4369,502.4153,0.38036152,-0.00335401,0,64
453,400.65,154.059,389.984,150.058,3,78,S70,3,60,443,591.9578,232.9291,291.641,389.9576,149.9791,132.702,11.9011,11.4242,468.1374,0.38230133,0.00193981,0,63
454,465.098,177.521,454.428,173.518,3,79,S71,3,57,440,584.4273,229.4034,291.641,454.3997,173.4382,132.865,11.9016,11.4513,536.6903,0.37806329,0.00148728,0,62
455,220.214,81.926,208.804,79.908,3,80,S72,3,58,441,592.1422,232.4644,291.641,208.787,79.8333,131.661,11.9439,11.4599,273.8179,0.38371553,0.00565224,0,61
456,252.567,93.32,241.026,91.634,3,81,S73,3,55,438,584.6117,228.9386,291.641,241.0062,91.5587,131.964,11.9317,11.474,308.0876,0.3786958,0.00413295,0,60
457,497.27,189.385,486.649,185.247,3,82,S74,3,56,439,592.3266,231.9996,291.641,486.6205,185.1675,132.928,11.9182,11.4629,570.9702,0.37657601,-0.00211979,0,59
458,558.772,211.678,551.09,208.704,3,83,S75,3,53,436,584.7961,228.4739,291.641,551.0603,208.6245,133.032,11.9463,11.4829,636.3635,0.37361269,-0.00440202,0,58
459,529.591,200.856,518.87,196.976,3,84,S76,3,54,437,592.511,231.5348,291.641,518.8405,196.8959,132.987,11.9334,11.4735,605.246,0.37456285,0.00095016,0,57
460,316.534,118.014,305.468,115.087,3,85,S77,3,51,434,584.9805,228.0091,291.641,305.4442,115.01,132.376,11.9146,11.5015,376.6527,0.37682457,0.00179822,0,56
461,284.507,105.778,273.247,103.361,3,86,S78,3,52,435,592.6954,231.0701,291.641,273.2253,103.284,132.197,11.9228,11.4869,342.3705,0.37801471,0.00119014,0,55
462,380.792,141.959,369.908,138.54,3,87,S79,3,49,432,585.1649,227.5444,291.641,369.8815,138.4616,132.635,11.951,11.5241,445.2154,0.37372487,0.00124745,0,54
463,348.681,129.941,337.688,126.814,3,88,S80,3,50,433,592.8798,230.6053,291.641,337.6629,126.7359,132.523,11.9318,11.5135,410.9336,0.37502635,0.00130148,0,53
464,445.075,165.836,434.347,161.993,3,89,S81,3,47,430,585.3492,227.0796,291.641,434.3186,161.9136,132.82,11.9823,11.5405,513.7798,0.3713115,0.00108308,0,52
465,412.926,153.918,402.127,150.266,3,90,S82,3,48,431,593.0642,230.1406,291.641,402.1,150.1879,132.732,11.9682,11.5326,479.4977,0.37247742,0.00116592,0,51
